Class,HtmlExists,DomainCount,DotCount,AccountExists,PaypalExists,LoginExists,BankExists
1,0,0,1493,1,0,0,1
1,0,0,2204,1,0,0,1
0,0,0,22,0,0,0,0
1,0,5,2827,1,0,0,1
0,0,0,65,0,0,0,0
1,0,0,29,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,44,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,378,0,0,0,0
0,0,0,52,0,0,0,0
0,0,1,213,0,0,0,0
0,0,0,93,0,0,0,0
1,0,3,365,0,0,0,0
1,0,0,2806,1,0,0,1
0,0,0,3,0,0,0,0
0,0,0,3,0,0,0,0
1,0,2,655,0,0,0,0
0,0,0,42,0,0,0,0
1,0,18,2817,1,0,0,1
0,0,1,32,0,0,0,0
1,0,5,1837,1,0,0,1
1,0,0,3387,1,0,0,1
0,0,0,2,0,0,0,0
1,0,0,856,1,0,0,1
0,0,1,75,0,0,0,0
0,0,0,210,0,0,0,0
0,0,0,54,0,0,0,0
1,0,0,4515,0,0,0,0
1,1,1,2122,0,0,0,0
1,0,4,2093,1,0,0,1
0,0,0,28,0,0,0,0
1,0,1,755,1,0,0,0
1,0,4,1641,1,0,0,1
0,0,3,1489,0,0,0,0
1,0,0,255,0,0,0,0
1,0,5,2327,1,0,0,1
0,0,1,1487,0,0,0,0
0,0,0,28,0,0,0,0
0,0,0,191,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,29,0,0,0,0
0,0,0,38,0,0,0,0
0,0,0,64,0,0,0,1
0,0,0,3,0,0,0,0
1,0,1,846,1,0,0,0
1,0,3,184,0,0,0,0
0,0,0,125,0,0,0,0
0,0,0,108,0,0,0,0
1,0,0,2728,1,0,0,1
1,1,11,2009,0,0,0,1
1,0,0,1543,0,0,0,0
0,0,1,275,0,0,0,0
1,0,14,2998,1,0,0,1
0,0,0,68,0,0,0,0
1,0,9,1933,0,0,0,1
0,0,0,227,0,0,0,0
1,0,0,1636,1,0,0,0
0,0,2,398,0,0,0,0
0,0,0,220,0,0,0,0
1,0,21,3447,1,0,0,1
0,0,1,188,0,0,0,0
0,0,0,138,0,0,0,0
0,0,0,57,0,0,0,0
0,0,0,15,0,0,0,0
0,0,1,73,0,0,0,0
0,0,1,361,0,0,0,0
0,0,0,3,0,0,0,0
1,0,0,2727,1,0,0,1
0,0,3,263,0,0,0,0
1,0,4,2225,1,0,0,0
0,0,0,59,0,0,0,0
1,0,4,3024,1,0,0,1
0,0,0,3,0,0,0,0
0,0,0,2,0,0,0,0
1,0,0,2798,0,0,0,0
0,0,2,77,0,0,0,0
0,0,3,260,0,0,0,0
1,0,14,2464,1,0,0,1
0,0,0,102,0,0,0,0
0,0,1,304,0,0,0,0
1,0,4,3537,0,0,0,0
1,0,1,1692,0,0,0,0
0,0,0,131,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,62,0,0,0,0
0,0,0,46,0,0,0,0
0,0,0,73,0,0,0,0
0,0,0,125,0,0,0,0
0,0,0,45,0,0,0,0
1,0,0,4511,0,0,0,0
1,0,9,3120,1,0,0,1
0,0,1,302,0,0,0,0
0,0,2,360,0,0,0,0
0,0,0,26,0,0,0,0
1,0,9,3264,1,0,0,0
0,0,1,122,0,0,0,0
0,0,0,71,0,0,0,0
0,0,1,182,0,0,0,0
1,0,4,2243,0,0,0,0
0,0,0,31,0,0,0,0
0,0,0,35,0,0,0,0
0,0,10,423,0,0,0,0
0,0,0,74,0,0,0,0
0,0,1,364,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,33,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,72,0,0,0,0
1,0,0,2019,0,0,0,0
1,0,0,2295,1,0,0,1
0,0,1,100,0,0,0,0
1,0,2,4291,1,0,0,1
1,0,0,1935,0,0,0,0
0,0,1,25,0,0,0,0
0,0,5,1472,0,0,0,0
0,0,2,228,0,0,0,0
0,0,0,26,0,0,0,0
1,0,2,740,0,0,0,0
1,0,0,3634,1,0,0,0
0,0,0,18,0,0,0,0
0,0,0,41,0,0,0,0
1,0,8,1307,0,0,0,0
1,0,2,70,0,0,0,0
0,0,1,127,0,0,0,0
1,0,9,2674,1,0,0,1
0,0,0,130,0,0,0,0
1,0,0,887,0,0,0,0
1,0,7,1247,1,0,0,1
0,0,0,20,0,0,0,0
1,0,2,3834,1,0,0,1
0,0,0,136,0,0,0,0
1,0,0,3073,0,0,0,1
1,0,9,2944,0,0,0,0
0,0,2,111,0,0,0,0
0,0,0,17,0,0,0,0
0,0,0,121,0,0,0,0
0,0,0,56,0,0,0,0
0,0,0,64,0,0,0,0
1,0,0,2251,1,0,0,1
0,0,0,50,0,0,0,0
0,0,0,106,0,0,0,0
0,0,0,33,0,0,0,0
1,0,9,2982,1,0,0,1
0,0,2,435,0,0,0,0
1,0,5,3670,1,0,0,1
1,0,0,255,0,0,0,1
1,0,2,2009,1,0,0,0
0,0,0,117,0,0,0,0
0,0,17,1306,0,0,0,0
1,0,0,1391,0,0,0,0
0,0,0,245,0,0,0,0
1,0,9,2972,1,0,0,1
1,0,4,1486,1,0,0,1
1,0,3,3413,1,0,0,1
1,0,0,3850,0,0,0,0
0,0,4,330,0,0,0,0
0,0,1,96,0,0,0,0
0,0,0,75,0,0,0,0
0,0,1,100,0,0,0,0
1,0,0,2575,0,0,0,0
1,0,6,3194,1,0,0,1
0,0,0,221,0,0,0,0
0,0,0,32,0,0,0,0
1,0,0,1772,0,0,0,0
0,0,0,229,0,0,0,0
0,0,4,337,0,0,0,0
0,0,0,35,0,0,0,0
0,0,0,98,0,0,0,0
1,0,0,241,0,0,0,0
1,0,0,5107,0,0,0,0
1,0,0,3129,0,0,0,0
1,0,7,2051,1,0,0,1
0,0,23,15818,1,0,0,0
0,0,0,48,0,0,0,0
0,0,0,104,0,0,0,0
1,0,6,3699,1,0,0,1
0,0,1,97,0,0,0,0
1,0,0,2478,1,0,0,0
0,0,0,80,0,0,0,0
0,0,0,9,0,0,0,0
0,0,23,23219,0,0,0,0
1,0,0,1066,1,0,0,1
1,0,0,3265,0,0,0,0
0,0,1,369,0,0,0,0
0,0,0,37,0,0,0,0
1,0,0,3712,0,0,0,0
0,0,1,29,0,0,0,0
1,0,1,413,0,0,0,0
1,0,0,836,1,0,0,1
0,0,1,81,0,0,0,0
0,0,0,38,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,86,0,0,0,0
0,0,0,703,0,0,0,0
1,0,2,1556,1,0,0,1
1,0,0,1609,0,0,0,1
1,0,0,405,0,0,0,0
1,0,10,2131,1,0,0,1
0,0,0,31,0,0,0,0
0,0,1,185,0,0,0,0
1,1,0,48,0,0,0,0
0,0,0,17,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,1341,0,0,0,0
0,0,0,49,0,0,0,0
1,0,6,1479,1,0,0,0
1,0,1,343,0,0,0,0
0,0,0,137,0,0,0,0
1,0,7,2782,1,0,0,1
1,0,5,2374,0,0,0,0
0,0,1,1643,0,0,0,0
0,0,2,526,0,0,0,0
1,0,7,3129,1,0,0,1
1,0,1,2331,1,0,0,1
0,0,0,18,0,0,0,0
1,0,0,2097,0,0,0,0
0,0,2,291,0,0,0,0
1,0,5,1253,0,0,0,0
1,0,6,1501,1,0,0,1
1,0,1,53,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,3,0,0,0,0
1,0,3,946,0,0,0,1
1,0,0,1727,0,0,0,1
0,0,0,43,0,0,0,0
1,0,6,4049,0,1,0,0
0,0,0,441,0,0,0,0
0,0,1,220,0,0,0,0
0,0,0,374,0,0,0,0
0,0,3,1164,0,0,0,0
0,0,1,293,0,0,0,0
0,0,3,972,0,0,0,0
1,0,0,1249,0,0,0,0
1,0,1,1748,1,0,0,1
0,0,2,233,0,0,0,0
0,0,0,14,0,0,0,0
0,0,0,30,0,0,0,0
0,0,0,33,0,0,0,0
1,0,2,790,0,0,0,0
0,0,1,349,0,0,0,0
0,0,0,65,0,0,0,0
1,0,0,3679,1,0,0,1
0,0,5,3536,1,0,0,0
0,0,0,22,0,0,0,0
0,0,0,26,0,0,0,0
1,0,5,668,0,0,0,1
0,0,0,250,0,0,0,0
0,0,0,147,0,0,0,0
1,0,10,1855,1,0,0,1
1,0,0,1436,0,0,0,0
0,0,0,2,0,0,0,0
1,1,5,1872,1,0,0,1
0,0,0,1316,0,0,0,0
0,0,1,209,0,0,0,0
0,0,0,104,0,0,0,0
0,0,0,4,0,0,0,0
0,0,3,10080,1,0,0,0
0,0,0,3,0,0,0,0
1,0,0,255,0,0,0,0
1,0,21,2548,0,0,0,1
0,0,1,79,0,0,0,0
0,0,0,115,0,0,0,0
1,0,1,127,0,0,0,0
0,0,0,10,0,0,0,0
0,0,0,843,0,0,0,0
0,0,2,565,0,0,0,0
1,0,2,203,0,0,0,1
1,0,6,3336,1,0,0,1
1,0,0,3551,1,0,0,1
0,0,2,4504,0,0,0,0
1,0,85,6343,0,0,0,0
1,0,4,879,0,0,0,0
0,0,6,2091,0,0,0,1
0,0,0,17,0,0,0,0
1,0,10,4098,0,0,0,0
0,0,0,3,0,0,0,0
1,0,5,2005,0,0,0,0
1,0,0,2386,1,0,0,1
0,0,5,295,0,0,0,0
1,1,5,2830,1,0,0,1
1,0,1,171,0,0,0,0
0,0,2,216,0,0,0,0
1,0,9,3816,1,0,0,0
0,0,0,60,0,0,0,0
0,0,0,66,0,0,0,0
1,0,18,2789,1,0,0,1
1,0,6,1705,0,0,0,0
0,0,0,12,0,0,0,0
0,0,2,131,0,0,0,0
0,0,0,112,0,0,0,0
1,0,0,2810,1,0,0,0
1,0,3,5362,0,0,0,0
1,0,3,1157,0,0,0,0
1,0,1,183,0,0,0,0
1,0,8,2397,1,0,0,1
0,0,1,148,0,0,0,0
0,0,0,25,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,2,0,0,0,0
1,0,2,794,0,0,0,1
0,0,0,23,0,0,0,0
0,0,0,48,0,0,0,0
1,0,8,1414,0,0,0,1
1,0,14,3321,1,0,0,1
1,0,2,396,0,0,0,0
1,0,0,1614,1,0,0,0
0,0,0,16,0,0,0,0
0,0,1,106,0,0,0,0
1,0,3,1876,1,0,0,1
0,0,2,470,0,0,0,0
1,0,0,3670,1,0,0,1
0,0,0,10,0,0,0,0
1,0,0,2366,0,0,0,0
1,0,0,4508,0,0,0,0
1,0,3,827,1,0,0,1
1,0,10,4098,0,0,0,0
0,0,0,129,0,0,0,0
0,0,2,416,0,0,0,0
0,0,0,80,0,0,0,0
0,0,1,296,0,0,0,0
1,0,0,3060,1,0,0,0
0,0,0,36,0,0,0,0
1,0,3,2091,1,0,0,1
1,0,0,3598,1,0,0,1
0,0,0,44,0,0,0,0
0,0,0,100,0,0,0,0
0,0,0,3,0,0,0,0
1,0,5,678,0,0,0,1
0,0,1,192,0,0,0,0
1,0,2,396,0,0,0,0
0,0,1,87,0,0,0,0
1,0,0,3127,1,0,0,1
1,0,0,1170,1,0,0,0
1,0,8,1644,1,0,0,1
1,0,0,1832,0,0,0,0
1,0,2,2678,1,0,0,0
0,0,0,90,0,0,0,0
0,0,0,36,0,0,0,0
1,1,0,172,0,0,0,0
0,0,2,181,0,0,0,0
1,0,0,2268,1,0,0,1
1,0,1,1081,1,0,0,1
1,1,5,255,0,0,0,0
0,0,1,262,0,0,0,0
0,0,2,116,0,0,0,0
1,0,1,2431,0,0,0,0
0,0,0,165,0,0,0,0
1,0,0,1622,0,0,0,1
1,0,5,3105,1,0,0,1
1,1,5,857,0,0,0,0
1,0,8,3375,1,0,0,1
0,0,0,29,0,0,0,0
1,0,2,3641,1,0,0,1
0,0,0,51,0,0,0,0
0,0,0,29,0,0,0,0
0,0,0,129,0,0,0,0
0,0,0,125,0,0,0,0
0,0,1,237,0,0,0,0
1,0,10,3439,1,0,0,1
1,0,0,4446,1,0,0,1
0,0,0,83,0,0,0,0
0,0,0,40,0,0,0,0
0,0,8,2507,1,0,0,0
1,0,6,2380,1,0,0,0
1,0,1,163,0,0,0,0
1,0,11,2235,1,0,0,0
0,0,0,48,0,0,0,0
0,0,0,11,0,0,0,0
1,0,0,1791,0,0,0,0
1,0,0,2800,1,0,0,1
0,0,0,115,0,0,0,0
0,0,2,132,0,0,0,0
1,0,7,1880,1,0,0,1
0,0,0,48,0,0,0,0
0,0,2,193,0,0,0,0
1,0,3,1104,1,0,0,1
0,0,0,65,0,0,0,0
0,0,0,3,0,0,0,0
1,1,3,3718,1,0,0,1
1,0,1,877,0,0,0,0
0,0,0,77,0,0,0,0
1,0,4,721,0,0,0,0
0,0,0,14,0,0,0,0
1,0,21,4088,1,0,0,0
1,0,0,1786,0,0,0,0
0,0,0,65,0,0,0,0
1,0,0,6111,0,0,0,0
0,0,0,12,0,0,0,0
0,0,0,24,0,0,0,0
0,0,0,27,0,0,0,0
0,0,1,190,0,0,0,0
0,0,0,5,0,0,0,0
0,0,1,176,0,0,0,0
0,0,2,92,0,0,0,0
1,0,9,2282,1,0,0,1
1,1,8,3375,1,0,0,1
1,0,13,1985,1,0,0,1
1,0,4,1672,0,0,0,0
0,0,5,742,1,0,0,0
0,0,0,9,0,0,0,0
1,0,1,174,0,0,0,0
0,0,2,251,0,0,0,0
1,0,8,2217,1,0,0,1
0,0,1,206,0,0,0,0
0,0,0,59,0,0,0,0
1,0,14,2971,1,0,0,1
1,0,11,3210,1,0,0,1
1,0,9,3134,1,0,0,1
0,0,0,3,0,0,0,0
1,0,0,1507,0,0,0,0
1,0,6,3012,1,0,0,1
0,0,0,19,0,0,0,0
1,0,15,4382,1,0,0,1
1,0,5,1486,1,0,0,1
0,0,0,117,0,0,0,0
1,0,3,1171,0,0,0,0
0,0,0,29,0,0,0,0
0,0,0,90,0,0,0,0
1,0,2,688,0,0,0,1
1,0,2,3249,0,0,0,0
1,0,0,3857,0,0,0,1
1,0,3,3257,1,0,0,1
1,0,4,2485,1,0,0,0
1,0,10,2190,0,0,0,0
1,0,3,2166,1,0,0,1
1,1,6,2285,1,0,0,1
0,0,1,131,0,0,0,0
1,0,0,1456,1,0,0,1
0,0,2,588,0,0,0,0
0,0,0,53,0,0,0,0
1,0,0,856,0,0,0,0
0,0,1,202,0,0,0,0
0,0,0,3,0,0,0,0
1,0,14,3353,1,0,0,1
1,0,3,1853,0,0,0,0
1,0,3,1086,0,0,0,1
0,0,0,83,0,0,0,0
0,0,1,249,0,0,0,0
0,0,0,13,0,0,0,0
0,0,1,77,0,0,0,0
1,0,13,3235,1,0,0,1
0,0,0,254,0,0,0,0
1,0,6,2651,1,0,0,1
0,0,0,3,0,0,0,0
1,0,0,1671,0,0,0,1
1,0,6,811,0,0,0,0
0,0,1,2407,0,0,0,0
0,0,12,4355,0,0,0,0
0,0,0,93,0,0,0,0
0,0,1,106,0,0,0,0
1,1,3,2244,1,0,0,0
1,0,8,2148,0,0,0,0
0,0,1,142,0,0,0,0
1,0,0,4215,0,0,0,0
1,0,4,2627,1,0,0,1
0,0,0,60,0,0,0,0
0,0,0,16,0,0,0,0
0,0,3,497,0,0,0,0
0,0,1,266,0,0,0,0
1,0,3,1390,1,0,0,1
0,0,0,1471,0,0,0,0
1,0,0,2328,0,0,0,0
0,0,0,65,0,0,0,0
1,0,4,935,1,0,0,0
0,0,0,127,0,0,0,0
1,0,10,2791,1,0,0,1
0,0,0,1065,0,0,0,0
1,0,16,3497,1,0,0,1
0,0,0,4,0,0,0,0
1,0,1,255,0,0,0,0
0,0,0,42,0,0,0,0
1,1,5,1734,0,0,0,1
0,0,1,70,0,0,0,0
0,0,0,137,0,0,0,0
1,0,13,3120,0,0,0,0
1,0,3,1606,1,0,0,1
1,0,6,3046,1,0,0,1
0,0,0,10,0,0,0,0
0,0,0,19,0,0,0,0
0,0,0,80,0,0,0,0
1,0,4,2092,0,0,0,1
1,0,11,2946,1,0,0,1
1,1,13,2936,1,0,0,1
1,0,0,2291,1,0,0,1
1,0,1,255,0,0,0,0
1,0,3,669,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,56,0,0,0,0
0,0,0,41,0,0,0,0
1,0,0,16448,0,0,0,0
0,0,0,36,0,0,0,0
1,0,2,428,0,0,0,0
1,0,6,1948,1,0,0,1
1,0,3,3277,1,0,0,1
0,0,0,58,0,0,0,0
0,0,0,97,0,0,0,0
0,0,0,6,0,0,0,0
0,0,0,86,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,48,0,0,0,0
0,0,0,58,0,0,0,0
0,0,0,59,0,0,0,0
0,0,0,245,0,0,0,0
1,0,5,593,1,0,0,0
0,0,0,16,0,0,0,0
1,0,2,413,0,0,0,0
1,0,0,2103,0,0,0,0
0,0,0,201,0,0,0,0
0,0,0,423,0,0,0,0
1,0,0,2685,1,0,0,1
0,0,0,39,0,0,0,0
0,0,0,49,0,0,0,0
1,0,5,713,1,0,0,0
0,0,0,34,0,0,0,0
1,0,7,2880,1,0,0,1
0,0,2,98,0,0,0,0
0,0,1,83,0,0,0,0
0,0,2,120,0,0,0,0
0,0,2,1097,0,0,0,0
0,0,0,172,0,0,0,0
1,0,0,158,0,0,0,0
1,0,5,375,1,0,0,1
0,0,0,3,0,0,0,0
0,0,1,109,0,0,0,0
1,0,1,95,0,0,0,0
0,0,0,132,0,0,0,0
0,0,0,782,0,0,0,0
0,0,2,234,0,0,0,0
1,0,2,1063,1,0,0,0
1,0,13,2633,0,0,0,0
1,0,0,3937,1,0,0,1
1,0,2,1037,1,0,0,1
0,0,0,122,0,0,0,0
0,0,3,182,0,0,0,0
0,0,0,104,0,0,0,0
1,0,17,2161,1,0,0,0
0,0,0,52,0,0,0,0
0,0,1,96,0,0,0,0
0,0,13,4625,1,0,0,0
1,0,3,3189,1,0,0,1
0,0,0,90,0,0,0,0
1,0,4,3054,1,0,0,1
0,0,0,64,0,0,0,0
0,0,0,20,0,0,0,0
1,0,0,255,0,0,0,0
0,0,0,75,0,0,0,0
0,0,0,3,0,0,0,0
0,0,1,218,0,0,0,0
1,0,2,74,0,0,0,0
0,0,0,68,0,0,0,0
1,0,0,4423,1,0,0,1
0,0,0,22,0,0,0,0
1,0,0,652,0,0,0,0
1,0,0,2442,1,0,0,0
0,0,0,88,0,0,0,0
0,0,0,100,0,0,0,0
1,0,4,297,0,0,0,0
0,0,1,72,0,0,0,0
0,0,3,1259,0,0,0,0
1,0,0,682,0,0,0,0
0,0,3,317,0,0,0,0
0,0,1,147,0,0,0,0
0,0,0,2,0,0,0,0
0,0,1,393,0,0,0,0
1,0,2,964,1,0,0,0
1,0,11,3802,1,0,0,1
0,0,0,91,0,0,0,0
1,0,3,1843,1,0,0,1
1,0,6,1047,0,0,0,0
0,0,0,47,0,0,0,0
1,0,0,1322,1,0,0,0
1,0,1,2932,1,0,0,1
0,0,0,3,0,0,0,0
0,0,0,66,0,0,0,0
1,0,3,1847,1,0,0,1
0,0,0,192,0,0,0,0
0,0,0,58,0,0,0,0
1,0,5,2149,0,0,0,0
0,0,0,26,0,0,0,0
1,0,1,238,0,0,0,0
1,0,4,595,0,0,0,1
0,0,0,79,0,0,0,0
0,0,0,42,0,0,0,0
1,0,1,898,0,0,0,0
1,0,0,3479,1,0,0,1
0,0,0,161,0,0,0,0
1,0,4,1302,1,0,0,1
0,0,0,162,0,0,0,1
1,0,0,3891,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,146,0,0,0,0
1,0,8,2684,1,0,0,1
1,0,2,1442,1,0,0,1
0,0,4,2067,0,0,0,0
0,0,0,216,0,0,0,0
1,0,11,3480,0,0,0,0
0,0,0,268,0,0,0,0
1,0,0,2796,0,0,0,0
0,0,22,7627,0,0,0,0
1,0,14,3215,1,0,0,1
1,0,7,1640,1,0,0,1
0,0,1,109,0,0,0,0
1,0,0,2949,1,0,0,1
1,0,0,2762,0,0,0,1
0,0,1,102,0,0,0,0
0,0,0,86,0,0,0,0
0,0,0,22,0,0,0,0
0,0,0,103,0,0,0,0
0,0,0,79,0,0,0,0
1,1,0,475,0,0,0,0
0,0,0,46,0,0,0,0
1,0,3,912,1,0,0,1
1,0,0,3070,1,0,0,1
0,0,0,81,0,0,0,0
0,0,12,5903,0,0,0,0
0,0,2,199,0,0,0,0
1,0,1,1702,1,0,0,0
0,0,0,94,0,0,0,0
0,0,2,130,0,0,0,0
0,0,0,24,0,0,0,0
0,0,0,53,0,0,0,0
0,0,0,21,0,0,0,0
0,0,0,25,0,0,0,0
0,0,0,106,0,0,0,0
1,0,2,2180,0,0,0,0
1,1,7,1665,0,0,0,1
1,0,3,434,0,0,0,0
1,0,0,1651,0,0,0,0
0,0,0,14,0,0,0,0
1,0,0,1772,0,0,0,0
0,0,0,178,0,0,0,0
1,0,14,3143,1,0,0,1
0,0,0,3,0,0,0,0
1,0,0,255,0,0,0,0
0,0,0,71,0,0,0,0
0,0,1,44,0,0,0,0
0,0,2,92,0,0,0,0
0,0,1,139,0,0,0,0
1,0,0,409,0,0,0,0
1,0,4,3328,1,0,0,1
1,0,4,493,1,0,0,1
0,0,0,142,0,0,0,0
0,0,0,186,0,0,0,0
1,0,2,2044,0,0,0,0
0,0,0,35,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,135,0,0,0,0
0,0,0,5,0,0,0,0
0,0,40,27901,1,0,0,0
0,0,0,10,0,0,0,0
0,0,0,23,0,0,0,0
0,0,0,3,0,0,0,0
0,0,1,89,0,0,0,0
0,0,1,129,0,0,0,0
1,0,0,3777,1,0,0,1
1,0,16,3686,1,0,0,1
0,0,1,73,0,0,0,0
1,0,3,1688,1,0,0,1
0,0,0,30,0,0,0,0
0,0,0,157,0,0,0,0
1,0,0,1451,1,0,0,0
0,0,2,120,0,0,0,0
1,0,14,3397,1,0,0,1
1,0,2,1165,1,0,0,1
0,0,0,20,0,0,0,0
1,0,8,1805,1,0,0,1
0,0,2,424,0,0,0,0
1,0,11,3288,0,0,0,0
1,0,1,1975,0,0,0,0
0,0,0,20,0,0,0,0
1,0,0,534,0,0,0,1
0,0,0,3,0,0,0,0
0,0,2,140,0,0,0,0
0,0,9,2833,0,0,0,0
0,0,0,57,0,0,0,0
1,0,2,3095,1,0,0,1
0,0,0,3,0,0,0,0
1,0,8,3980,1,0,0,1
0,0,0,117,0,0,0,0
0,0,0,34,0,0,0,0
1,0,1,1293,0,0,0,0
1,0,8,3281,1,0,0,1
1,0,0,1543,1,0,0,1
0,0,1,15,0,0,0,0
1,0,6,2048,0,0,0,0
0,0,0,3,0,0,0,0
1,0,2,143,0,0,0,0
1,0,0,3987,1,0,0,1
1,0,0,2767,1,0,0,1
1,0,1,283,0,0,0,0
1,0,0,553,1,0,0,1
1,0,8,518,0,0,0,1
1,0,3,2188,0,0,0,0
0,0,2,130,0,0,0,0
1,0,2,597,0,0,0,0
0,0,0,79,0,0,0,0
0,0,0,72,0,0,0,0
0,0,3,2201,0,0,0,0
0,0,0,11,0,0,0,0
0,0,0,21,0,0,0,0
1,0,0,3635,0,0,0,0
0,0,0,68,0,0,0,0
0,0,0,25,0,0,0,0
0,0,0,3,0,0,0,0
1,0,7,640,0,0,0,0
1,0,8,3050,1,0,0,1
0,0,0,32,0,0,0,0
0,0,3,311,0,0,0,0
0,0,0,115,0,0,0,0
0,0,0,50,0,0,0,0
0,0,0,78,0,0,0,0
1,0,3,1541,0,0,0,0
1,0,12,4646,1,0,0,1
1,0,6,2516,1,0,0,0
0,0,0,147,0,0,0,0
0,0,0,32,0,0,0,0
1,0,0,3390,1,0,0,1
0,0,0,3,0,0,0,0
0,0,0,94,0,0,0,0
0,0,0,24,0,0,0,0
1,0,0,2766,0,0,0,1
1,0,0,41,0,0,0,0
0,0,0,66,0,0,0,0
0,0,1,66,0,0,0,0
0,0,0,15,0,0,0,0
1,0,0,1793,1,0,0,1
1,1,20,3060,1,0,0,1
1,0,0,4171,0,0,0,0
0,0,0,83,0,0,0,0
0,0,0,4,0,0,0,0
1,0,0,746,0,0,0,0
0,0,0,94,0,0,0,0
1,0,0,3515,1,0,0,1
0,0,0,59,0,0,0,0
1,0,1,562,0,0,0,0
0,0,0,2,0,0,0,0
1,0,0,2981,1,0,0,1
1,0,10,4141,1,0,0,1
1,0,1,644,0,0,0,0
1,0,15,3197,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,156,0,0,0,0
1,0,3,656,0,0,0,1
0,0,0,14,0,0,0,0
1,1,6,4077,1,0,0,1
1,0,0,3171,1,0,0,1
0,0,0,27,0,0,0,0
0,0,0,1035,0,0,0,0
0,0,0,43,0,0,0,0
0,0,0,17,0,0,0,0
1,0,0,3449,0,0,0,0
0,0,0,5,0,0,0,0
0,0,3,145,0,0,0,0
0,0,0,3,0,0,0,0
0,0,1,157,0,0,0,0
1,0,3,140,0,0,0,0
1,0,7,961,1,0,0,1
0,1,40,6596,0,0,0,0
0,0,1,564,0,0,0,0
0,0,1,95,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,2,0,0,0,0
0,0,1,62,0,0,0,0
0,0,0,3,0,0,0,0
0,0,1,67,0,0,0,0
0,0,0,69,0,0,0,0
0,0,0,85,0,0,0,0
1,0,4,2211,1,0,0,1
1,0,4,3029,1,0,0,0
0,0,0,51,0,0,0,0
0,0,4,264,0,0,0,0
0,0,0,20,0,0,0,0
0,0,0,3,0,0,0,0
1,0,2,203,0,0,0,1
0,0,0,123,0,0,0,0
1,0,2,1162,1,0,0,1
0,0,0,12,0,0,0,0
1,0,9,673,0,0,0,0
0,0,0,17,0,0,0,0
1,0,6,1479,1,0,0,0
1,0,4,561,0,0,0,0
0,0,0,36,0,0,0,0
0,0,14,7058,0,0,0,0
1,0,6,1911,1,0,0,0
1,0,0,3461,0,0,0,0
0,0,0,21,0,0,0,0
1,0,5,1821,1,0,0,1
0,0,0,10,0,0,0,0
0,0,0,3,0,0,0,0
0,0,1,1329,1,0,0,0
0,0,1,113,0,0,0,0
0,0,1,177,0,0,0,0
1,0,5,2710,0,0,0,0
0,0,1,626,0,0,0,0
0,0,2,196,0,0,0,0
1,0,3,2053,0,0,0,0
0,0,0,61,0,0,0,0
0,0,3,405,0,0,0,0
1,0,12,3445,1,0,0,0
0,0,1,102,0,0,0,0
1,0,8,1309,0,0,0,0
0,0,1,145,0,0,0,0
1,0,2,1955,0,0,0,0
1,0,0,1614,1,0,0,0
0,0,0,110,0,0,0,0
1,1,5,2257,0,0,0,0
0,0,3,408,0,0,0,0
1,0,1,2671,1,0,0,1
0,0,2,257,0,0,0,0
1,0,0,3446,0,0,0,0
0,0,1,120,0,0,0,0
0,0,0,75,0,0,0,0
1,0,2,1578,1,0,0,1
1,0,3,3176,0,0,0,0
1,0,7,1796,1,0,0,1
1,0,3,3792,0,0,0,1
0,0,0,15,0,0,0,0
1,0,2,2179,1,0,0,1
0,0,0,9,0,0,0,0
1,0,7,2156,0,0,0,0
1,0,6,3192,1,0,0,1
1,0,4,505,0,0,0,0
1,0,0,5347,0,0,0,0
1,0,8,2746,1,0,0,1
0,0,1,39,0,0,0,0
1,0,14,3321,1,0,0,1
1,0,5,2327,1,0,0,1
0,0,0,1,0,0,0,0
0,0,2,499,0,0,0,0
0,0,0,128,0,0,0,0
0,0,3,104,0,0,0,0
1,0,11,3981,1,0,0,1
0,0,1,98,0,0,0,0
0,0,1,194,0,0,0,0
0,0,0,42,0,0,0,0
1,0,11,3025,1,0,0,1
1,0,1,2306,1,0,0,1
1,0,4,7525,1,0,0,1
0,0,3,997,0,0,0,1
0,0,0,3,0,0,0,0
1,0,2,392,0,0,0,0
0,0,0,131,0,0,0,0
0,0,0,138,0,0,0,0
0,0,2,2283,0,0,0,0
0,0,34,30846,0,0,0,1
0,0,1,352,0,0,0,0
1,0,2,2694,0,0,0,1
0,0,0,37,0,0,0,0
